cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,encoder,species,organ,target,seed,ratio,n_genes
"CD4-positive, alpha-beta T cell.",42,image,0.2994860112667084,0.0559745766222476,conch,human,skin,PDHS029,1,1.0,89
"CD4-positive, alpha-beta T cell.",42,train_mean,0.0509521439671516,0.088737852871418,conch,human,skin,PDHS029,1,1.0,89
"CD8-positive, alpha-beta T cell.",367,image,0.3028272092342376,0.0892338752746582,conch,human,skin,PDHS029,1,1.0,89
"CD8-positive, alpha-beta T cell.",367,train_mean,0.1269341111183166,0.1087596714496612,conch,human,skin,PDHS029,1,1.0,89
"CD8-positive, alpha-beta memory T cell.",68,image,0.2912335693836212,0.1035559624433517,conch,human,skin,PDHS029,1,1.0,89
"CD8-positive, alpha-beta memory T cell.",68,train_mean,0.1342276781797409,0.1191909909248352,conch,human,skin,PDHS029,1,1.0,89
GABAergic neuron.,85,image,0.1027838587760925,0.0576091334223747,conch,human,skin,PDHS029,1,1.0,89
GABAergic neuron.,85,train_mean,0.155485525727272,0.0875914692878723,conch,human,skin,PDHS029,1,1.0,89
T cell.,340,image,0.2786576747894287,0.0897755026817321,conch,human,skin,PDHS029,1,1.0,89
T cell.,340,train_mean,0.127982035279274,0.1054864823818206,conch,human,skin,PDHS029,1,1.0,89
astrocyte.,54,image,0.0020258834119886,0.0612660609185695,conch,human,skin,PDHS029,1,1.0,89
astrocyte.,54,train_mean,0.030050316825509,0.0878865122795105,conch,human,skin,PDHS029,1,1.0,89
cultured cell.,950,image,0.6022742986679077,0.1379305869340896,conch,human,skin,PDHS029,1,1.0,89
cultured cell.,950,train_mean,0.4897663295269012,0.1513756513595581,conch,human,skin,PDHS029,1,1.0,89
endothelial cell of lymphatic vessel.,78,image,0.6713098883628845,0.0631871595978736,conch,human,skin,PDHS029,1,1.0,89
endothelial cell of lymphatic vessel.,78,train_mean,0.5402998328208923,0.0731178820133209,conch,human,skin,PDHS029,1,1.0,89
endothelial cell of vascular tree.,1618,image,0.6032219529151917,0.1360486298799514,conch,human,skin,PDHS029,1,1.0,89
endothelial cell of vascular tree.,1618,train_mean,0.5178923010826111,0.146890714764595,conch,human,skin,PDHS029,1,1.0,89
endothelial cell.,2110,image,0.6134732961654663,0.0729480758309364,conch,human,skin,PDHS029,1,1.0,89
endothelial cell.,2110,train_mean,0.6139563322067261,0.0735412091016769,conch,human,skin,PDHS029,1,1.0,89
enterocyte.,38,image,0.2962103188037872,0.1125891804695129,conch,human,skin,PDHS029,1,1.0,89
enterocyte.,38,train_mean,0.098242200911045,0.0989733412861824,conch,human,skin,PDHS029,1,1.0,89
epithelial cell of lower respiratory tract.,891,image,0.6060779690742493,0.1186558604240417,conch,human,skin,PDHS029,1,1.0,89
epithelial cell of lower respiratory tract.,891,train_mean,0.5110876560211182,0.128227949142456,conch,human,skin,PDHS029,1,1.0,89
epithelial cell of proximal tubule.,112,image,0.610935628414154,0.0673412382602691,conch,human,skin,PDHS029,1,1.0,89
epithelial cell of proximal tubule.,112,train_mean,0.4708165228366852,0.0742618963122367,conch,human,skin,PDHS029,1,1.0,89
epithelial cell.,326,image,0.604059636592865,0.119408831000328,conch,human,skin,PDHS029,1,1.0,89
epithelial cell.,326,train_mean,0.5105302929878235,0.1289402395486831,conch,human,skin,PDHS029,1,1.0,89
erythroblast.,40,image,0.2695733308792114,0.0641821846365928,conch,human,skin,PDHS029,1,1.0,89
erythroblast.,40,train_mean,0.2068945467472076,0.0797758623957634,conch,human,skin,PDHS029,1,1.0,89
fibroblast.,743,image,0.3147279918193817,0.1957660168409347,conch,human,skin,PDHS029,1,1.0,89
fibroblast.,743,train_mean,0.2869705259799957,0.1964962780475616,conch,human,skin,PDHS029,1,1.0,89
glutamatergic neuron.,63,image,0.0461749844253063,0.0600051283836364,conch,human,skin,PDHS029,1,1.0,89
glutamatergic neuron.,63,train_mean,0.0485128611326217,0.087736889719963,conch,human,skin,PDHS029,1,1.0,89
innate lymphoid cell.,104,image,0.4102115929126739,0.0529160313308239,conch,human,skin,PDHS029,1,1.0,89
innate lymphoid cell.,104,train_mean,0.1847020387649536,0.080094538629055,conch,human,skin,PDHS029,1,1.0,89
intestinal epithelial cell.,52,image,0.2774156033992767,0.1295479387044906,conch,human,skin,PDHS029,1,1.0,89
intestinal epithelial cell.,52,train_mean,0.0505870357155799,0.1264726519584655,conch,human,skin,PDHS029,1,1.0,89
macrophage.,1713,image,0.2765665352344513,0.1024854108691215,conch,human,skin,PDHS029,1,1.0,89
macrophage.,1713,train_mean,0.2223944664001464,0.1101196780800819,conch,human,skin,PDHS029,1,1.0,89
malignant cell.,332,image,0.5629057884216309,0.169487327337265,conch,human,skin,PDHS029,1,1.0,89
malignant cell.,332,train_mean,0.4650960564613342,0.1821520626544952,conch,human,skin,PDHS029,1,1.0,89
mammary alveolar cell.,35,image,0.2086035162210464,0.1828217208385467,conch,human,skin,PDHS029,1,1.0,89
mammary alveolar cell.,35,train_mean,0.3172855675220489,0.1757235676050186,conch,human,skin,PDHS029,1,1.0,89
mast cell.,20,image,0.1640007495880127,0.0681939795613288,conch,human,skin,PDHS029,1,1.0,89
mast cell.,20,train_mean,0.0198041666299104,0.0887830778956413,conch,human,skin,PDHS029,1,1.0,89
microglial cell.,22,image,0.0553018525242805,0.0591674707829952,conch,human,skin,PDHS029,1,1.0,89
microglial cell.,22,train_mean,0.0671129524707794,0.0865029990673065,conch,human,skin,PDHS029,1,1.0,89
monocyte.,113,image,0.2584559917449951,0.0974679514765739,conch,human,skin,PDHS029,1,1.0,89
monocyte.,113,train_mean,0.2110157459974289,0.1063184887170791,conch,human,skin,PDHS029,1,1.0,89
myeloid cell.,50,image,0.2655861973762512,0.055827859789133,conch,human,skin,PDHS029,1,1.0,89
myeloid cell.,50,train_mean,0.2126578241586685,0.0768312290310859,conch,human,skin,PDHS029,1,1.0,89
native cell.,66,image,0.4293835163116455,0.0647369176149368,conch,human,skin,PDHS029,1,1.0,89
native cell.,66,train_mean,0.4891005158424377,0.0705843344330787,conch,human,skin,PDHS029,1,1.0,89
natural killer cell.,139,image,0.3548823297023773,0.0560247786343097,conch,human,skin,PDHS029,1,1.0,89
natural killer cell.,139,train_mean,0.1518904715776443,0.0816330984234809,conch,human,skin,PDHS029,1,1.0,89
neutrophil.,268,image,0.4872769117355346,0.0610319301486015,conch,human,skin,PDHS029,1,1.0,89
neutrophil.,268,train_mean,0.4341722726821899,0.0697344467043876,conch,human,skin,PDHS029,1,1.0,89
oligodendrocyte.,30,image,0.0164262000471353,0.0562467388808727,conch,human,skin,PDHS029,1,1.0,89
oligodendrocyte.,30,train_mean,0.0676145926117897,0.0869496390223503,conch,human,skin,PDHS029,1,1.0,89
plasma cell.,235,image,0.0187465213239192,0.1248464956879615,conch,human,skin,PDHS029,1,1.0,89
plasma cell.,235,train_mean,-0.0621027611196041,0.1424637883901596,conch,human,skin,PDHS029,1,1.0,89
smooth muscle cell.,57,image,0.3471392393112182,0.1890628635883331,conch,human,skin,PDHS029,1,1.0,89
smooth muscle cell.,57,train_mean,0.4685249626636505,0.1786888539791107,conch,human,skin,PDHS029,1,1.0,89
stromal cell.,450,image,0.4142727553844452,0.0939557626843452,conch,human,skin,PDHS029,1,1.0,89
stromal cell.,450,train_mean,0.4447074234485626,0.0955441072583198,conch,human,skin,PDHS029,1,1.0,89
B cell.,70,image,0.1123997345566749,0.0921716764569282,conch,human,skin,PDHS029,2,1.0,89
B cell.,70,train_mean,-0.0442772284150123,0.1146222129464149,conch,human,skin,PDHS029,2,1.0,89
"CD4-positive, alpha-beta T cell.",42,image,0.2804323434829712,0.0560497865080833,conch,human,skin,PDHS029,2,1.0,89
"CD4-positive, alpha-beta T cell.",42,train_mean,0.0509521439671516,0.088737852871418,conch,human,skin,PDHS029,2,1.0,89
"CD8-positive, alpha-beta T cell.",367,image,0.2680847644805908,0.0910333544015884,conch,human,skin,PDHS029,2,1.0,89
"CD8-positive, alpha-beta T cell.",367,train_mean,0.1269341111183166,0.1087596714496612,conch,human,skin,PDHS029,2,1.0,89
"CD8-positive, alpha-beta memory T cell.",68,image,0.2480012625455856,0.1059198379516601,conch,human,skin,PDHS029,2,1.0,89
"CD8-positive, alpha-beta memory T cell.",68,train_mean,0.1342276781797409,0.1191909909248352,conch,human,skin,PDHS029,2,1.0,89
GABAergic neuron.,85,image,0.1025160178542137,0.0618562698364257,conch,human,skin,PDHS029,2,1.0,89
GABAergic neuron.,85,train_mean,0.155485525727272,0.0875914692878723,conch,human,skin,PDHS029,2,1.0,89
T cell.,340,image,0.2484515756368637,0.09125517308712,conch,human,skin,PDHS029,2,1.0,89
T cell.,340,train_mean,0.127982035279274,0.1054864823818206,conch,human,skin,PDHS029,2,1.0,89
astrocyte.,54,image,0.0084788324311375,0.0655962973833084,conch,human,skin,PDHS029,2,1.0,89
astrocyte.,54,train_mean,0.030050316825509,0.0878865122795105,conch,human,skin,PDHS029,2,1.0,89
cultured cell.,950,image,0.6043655872344971,0.1376427412033081,conch,human,skin,PDHS029,2,1.0,89
cultured cell.,950,train_mean,0.4897663295269012,0.1513756513595581,conch,human,skin,PDHS029,2,1.0,89
endothelial cell of lymphatic vessel.,78,image,0.670707106590271,0.0633054673671722,conch,human,skin,PDHS029,2,1.0,89
endothelial cell of lymphatic vessel.,78,train_mean,0.5402998328208923,0.0731178820133209,conch,human,skin,PDHS029,2,1.0,89
endothelial cell of vascular tree.,1618,image,0.6035047173500061,0.1359769850969314,conch,human,skin,PDHS029,2,1.0,89
endothelial cell of vascular tree.,1618,train_mean,0.5178923010826111,0.146890714764595,conch,human,skin,PDHS029,2,1.0,89
endothelial cell.,2110,image,0.614057183265686,0.0730728954076767,conch,human,skin,PDHS029,2,1.0,89
endothelial cell.,2110,train_mean,0.6139563322067261,0.0735412091016769,conch,human,skin,PDHS029,2,1.0,89
enterocyte.,38,image,0.2736550867557525,0.1152438893914222,conch,human,skin,PDHS029,2,1.0,89
enterocyte.,38,train_mean,0.098242200911045,0.0989733412861824,conch,human,skin,PDHS029,2,1.0,89
epithelial cell of lower respiratory tract.,891,image,0.6060801148414612,0.118699237704277,conch,human,skin,PDHS029,2,1.0,89
epithelial cell of lower respiratory tract.,891,train_mean,0.5110876560211182,0.128227949142456,conch,human,skin,PDHS029,2,1.0,89
epithelial cell of proximal tubule.,112,image,0.5997067093849182,0.0700818449258804,conch,human,skin,PDHS029,2,1.0,89
epithelial cell of proximal tubule.,112,train_mean,0.4708165228366852,0.0742618963122367,conch,human,skin,PDHS029,2,1.0,89
epithelial cell.,326,image,0.6046263575553894,0.1193801015615463,conch,human,skin,PDHS029,2,1.0,89
epithelial cell.,326,train_mean,0.5105302929878235,0.1289402395486831,conch,human,skin,PDHS029,2,1.0,89
erythroblast.,40,image,0.2701469659805298,0.064678244292736,conch,human,skin,PDHS029,2,1.0,89
erythroblast.,40,train_mean,0.2068945467472076,0.0797758623957634,conch,human,skin,PDHS029,2,1.0,89
fibroblast.,743,image,0.3187017738819122,0.1952902972698211,conch,human,skin,PDHS029,2,1.0,89
fibroblast.,743,train_mean,0.2869705259799957,0.1964962780475616,conch,human,skin,PDHS029,2,1.0,89
glutamatergic neuron.,63,image,0.0430205389857292,0.0639349371194839,conch,human,skin,PDHS029,2,1.0,89
glutamatergic neuron.,63,train_mean,0.0485128611326217,0.087736889719963,conch,human,skin,PDHS029,2,1.0,89
innate lymphoid cell.,104,image,0.3733673989772796,0.0543315820395946,conch,human,skin,PDHS029,2,1.0,89
innate lymphoid cell.,104,train_mean,0.1847020387649536,0.080094538629055,conch,human,skin,PDHS029,2,1.0,89
intestinal epithelial cell.,52,image,0.2476142197847366,0.1344636529684066,conch,human,skin,PDHS029,2,1.0,89
intestinal epithelial cell.,52,train_mean,0.0505870357155799,0.1264726519584655,conch,human,skin,PDHS029,2,1.0,89
macrophage.,1713,image,0.2566007971763611,0.1041389107704162,conch,human,skin,PDHS029,2,1.0,89
macrophage.,1713,train_mean,0.2223944664001464,0.1101196780800819,conch,human,skin,PDHS029,2,1.0,89
malignant cell.,332,image,0.5641975998878479,0.169277161359787,conch,human,skin,PDHS029,2,1.0,89
malignant cell.,332,train_mean,0.4650960564613342,0.1821520626544952,conch,human,skin,PDHS029,2,1.0,89
mammary alveolar cell.,35,image,0.1952015608549118,0.1838623136281967,conch,human,skin,PDHS029,2,1.0,89
mammary alveolar cell.,35,train_mean,0.3172855675220489,0.1757235676050186,conch,human,skin,PDHS029,2,1.0,89
mast cell.,20,image,0.1542123705148697,0.0715048387646675,conch,human,skin,PDHS029,2,1.0,89
mast cell.,20,train_mean,0.0198041666299104,0.0887830778956413,conch,human,skin,PDHS029,2,1.0,89
microglial cell.,22,image,0.0675305277109146,0.0629244670271873,conch,human,skin,PDHS029,2,1.0,89
microglial cell.,22,train_mean,0.0671129524707794,0.0865029990673065,conch,human,skin,PDHS029,2,1.0,89
monocyte.,113,image,0.2319607138633728,0.0993361920118331,conch,human,skin,PDHS029,2,1.0,89
monocyte.,113,train_mean,0.2110157459974289,0.1063184887170791,conch,human,skin,PDHS029,2,1.0,89
myeloid cell.,50,image,0.2569478452205658,0.0567765794694423,conch,human,skin,PDHS029,2,1.0,89
myeloid cell.,50,train_mean,0.2126578241586685,0.0768312290310859,conch,human,skin,PDHS029,2,1.0,89
native cell.,66,image,0.4251971840858459,0.0668303221464157,conch,human,skin,PDHS029,2,1.0,89
native cell.,66,train_mean,0.4891005158424377,0.0705843344330787,conch,human,skin,PDHS029,2,1.0,89
natural killer cell.,139,image,0.313543438911438,0.0570997036993503,conch,human,skin,PDHS029,2,1.0,89
natural killer cell.,139,train_mean,0.1518904715776443,0.0816330984234809,conch,human,skin,PDHS029,2,1.0,89
neutrophil.,268,image,0.4605807960033417,0.0622676610946655,conch,human,skin,PDHS029,2,1.0,89
neutrophil.,268,train_mean,0.4341722726821899,0.0697344467043876,conch,human,skin,PDHS029,2,1.0,89
oligodendrocyte.,30,image,0.0273415111005306,0.060807216912508,conch,human,skin,PDHS029,2,1.0,89
oligodendrocyte.,30,train_mean,0.0676145926117897,0.0869496390223503,conch,human,skin,PDHS029,2,1.0,89
plasma cell.,235,image,0.0183072797954082,0.1251775175333023,conch,human,skin,PDHS029,2,1.0,89
plasma cell.,235,train_mean,-0.0621027611196041,0.1424637883901596,conch,human,skin,PDHS029,2,1.0,89
smooth muscle cell.,57,image,0.3592817485332489,0.1883822232484817,conch,human,skin,PDHS029,2,1.0,89
smooth muscle cell.,57,train_mean,0.4685249626636505,0.1786888539791107,conch,human,skin,PDHS029,2,1.0,89
stromal cell.,450,image,0.4195583462715149,0.0939575880765914,conch,human,skin,PDHS029,2,1.0,89
stromal cell.,450,train_mean,0.4447074234485626,0.0955441072583198,conch,human,skin,PDHS029,2,1.0,89
GABAergic neuron.,374,image,0.7572943568229675,0.3694282174110412,conch,mouse,whole_pup,WMPP017,0,1.0,153
GABAergic neuron.,374,train_mean,0.0693929493427276,0.4377723038196563,conch,mouse,whole_pup,WMPP017,0,1.0,153
astrocyte.,90,image,0.7069619297981262,0.2310031354427337,conch,mouse,whole_pup,WMPP017,0,1.0,153
astrocyte.,90,train_mean,0.3152490854263305,0.2532323896884918,conch,mouse,whole_pup,WMPP017,0,1.0,153
basal cell of epidermis.,51,image,0.7971000075340271,0.2957075536251068,conch,mouse,whole_pup,WMPP017,0,1.0,153
basal cell of epidermis.,51,train_mean,0.4282801151275635,0.3225551843643188,conch,mouse,whole_pup,WMPP017,0,1.0,153
basal cell of prostate epithelium.,73,image,0.907234251499176,0.2876195609569549,conch,mouse,whole_pup,WMPP017,0,1.0,153
basal cell of prostate epithelium.,73,train_mean,0.4991964101791382,0.3252919018268585,conch,mouse,whole_pup,WMPP017,0,1.0,153
basal cell.,44,image,0.8496935367584229,0.2618352770805359,conch,mouse,whole_pup,WMPP017,0,1.0,153
basal cell.,44,train_mean,0.661004364490509,0.2723318338394165,conch,mouse,whole_pup,WMPP017,0,1.0,153
capillary endothelial cell.,129,image,0.3902245461940765,0.322435200214386,conch,mouse,whole_pup,WMPP017,0,1.0,153
capillary endothelial cell.,129,train_mean,0.677191436290741,0.2981885373592376,conch,mouse,whole_pup,WMPP017,0,1.0,153
cardiac endothelial cell.,78,image,0.9047363996505736,0.4148250818252563,conch,mouse,whole_pup,WMPP017,0,1.0,153
cardiac endothelial cell.,78,train_mean,0.6800168752670288,0.4776545166969299,conch,mouse,whole_pup,WMPP017,0,1.0,153
cardiac muscle cell.,382,image,0.9123801589012146,0.3440352380275726,conch,mouse,whole_pup,WMPP017,0,1.0,153
cardiac muscle cell.,382,train_mean,0.5712072253227234,0.4182042479515075,conch,mouse,whole_pup,WMPP017,0,1.0,153
cardiac muscle myoblast.,513,image,0.9146793484687804,0.4038208723068237,conch,mouse,whole_pup,WMPP017,0,1.0,153
cardiac muscle myoblast.,513,train_mean,0.6226165294647217,0.4732925593852997,conch,mouse,whole_pup,WMPP017,0,1.0,153
chondrocyte.,194,image,0.8902401328086853,0.1701408922672271,conch,mouse,whole_pup,WMPP017,0,1.0,153
chondrocyte.,194,train_mean,0.6897294521331787,0.1832856237888336,conch,mouse,whole_pup,WMPP017,0,1.0,153
ciliated cell.,42,image,0.8739771842956543,0.1729135811328888,conch,mouse,whole_pup,WMPP017,0,1.0,153
ciliated cell.,42,train_mean,0.3720153570175171,0.2156153619289398,conch,mouse,whole_pup,WMPP017,0,1.0,153
endothelial cell of lymphatic vessel.,23,image,0.8508411049842834,0.1724031865596771,conch,mouse,whole_pup,WMPP017,0,1.0,153
endothelial cell of lymphatic vessel.,23,train_mean,0.5369552373886108,0.1955025643110275,conch,mouse,whole_pup,WMPP017,0,1.0,153
endothelial cell of vascular tree.,230,image,0.8480397462844849,0.1659742593765258,conch,mouse,whole_pup,WMPP017,0,1.0,153
endothelial cell of vascular tree.,230,train_mean,0.8021500110626221,0.1628197729587555,conch,mouse,whole_pup,WMPP017,0,1.0,153
endothelial cell.,2892,image,0.7044323682785034,0.2282939851284027,conch,mouse,whole_pup,WMPP017,0,1.0,153
endothelial cell.,2892,train_mean,0.7702031135559082,0.2117497771978378,conch,mouse,whole_pup,WMPP017,0,1.0,153
enterocyte.,303,image,0.5006211400032043,0.3841716051101684,conch,mouse,whole_pup,WMPP017,0,1.0,153
enterocyte.,303,train_mean,0.1907404661178589,0.3987448513507843,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell of alveolus of lung.,23,image,0.6419985890388489,0.3139141201972961,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell of alveolus of lung.,23,train_mean,0.5271297693252563,0.3140546381473541,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell of lung.,75,image,0.9001792073249817,0.260176807641983,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell of lung.,75,train_mean,0.5125393867492676,0.2972833812236786,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell of proximal tubule.,138,image,0.8965272307395935,0.2325848340988159,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell of proximal tubule.,138,train_mean,0.4949858486652374,0.2637235224246979,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell.,191,image,0.8630427718162537,0.2194656580686569,conch,mouse,whole_pup,WMPP017,0,1.0,153
epithelial cell.,191,train_mean,0.5969922542572021,0.2310879677534103,conch,mouse,whole_pup,WMPP017,0,1.0,153
erythroblast.,52,image,0.8444998264312744,0.2044327408075332,conch,mouse,whole_pup,WMPP017,0,1.0,153
erythroblast.,52,train_mean,0.2129980623722076,0.25318643450737,conch,mouse,whole_pup,WMPP017,0,1.0,153
erythrocyte.,105,image,0.814415454864502,0.243668332695961,conch,mouse,whole_pup,WMPP017,0,1.0,153
erythrocyte.,105,train_mean,0.1987206041812896,0.2950495481491089,conch,mouse,whole_pup,WMPP017,0,1.0,153
